Sequence,Score
1/4/XX5/1/8/5/XX26,183
XXX2/6/X2/3/X9/8,199
6/XXX-/X2/X2/2/8,200
X6/1/9/6/XX4/XX47,195
6/X1/6/XXX8/9/8/2,203
X1/8/6/X9/XXX6/4,204
XXXXXXXXX6/8,274
XXXXXXXXXX72,286
XX9/X5/XX2/2/-/3,186
XX4/X3/XXX7/X06,217
2/5/3/2/X9/1/3/X9/10,156
8/8/-/2/XXX5/XX710,208
4/XXXX5/XXXX30,241
9/XX-/XXX6/2/X104,204
-/9/-/XX8/-/7/1/8/10,165
8/XXXXX-/X5/X36,229
X9/9/9/2/8/5/XXX66,201
9/8/X3/5/XXXXX15,220
X5/6/7/X-/2/5/9/X38,180
5/X6/X9/4/1/X4/9/9,183
XX4/X8/XX2/X1/4,200
8/X5/3/2/X7/X1/X77,189
X-/-/XX8/XXXX66,226
X3/7/9/XXX8/XX95,227
2/XXX4/7/X4/9/X109,211
7/5/2/2/XX9/9/XX66,195
X5/X-/-/6/2/6/9/4/9,166
1/XXXXX2/X9/X94,235
8/X7/8/X7/7/X6/X41,190
5/8/X6/X7/6/X9/7/8,189
6/8/XX6/X1/9/3/X42,192
1/-/3/XXXXX4/7/0,204
X4/3/-/XXXXXX91,232
X5/1/XXX1/5/8/X43,192
X3/XX2/6/2/2/-/X010,164
X-/X3/9/1/X3/1/X82,181
XX8/XXXXXX2/10,242
X2/XXXX2/XX1/5,218
XX3/XX3/X7/XX11,199
XX3/6/X5/X7/X-/3,192
8/X9/5/2/2/XX8/-/5,172
-/X4/XXXX7/X4/2,219
X6/X8/XXX6/9/-/10,197
9/XX6/XX7/X9/3/10,198
X6/8/X1/-/9/XX2/10,181
XX-/X2/3/6/7/XX22,182
1/X3/XX2/5/XX1/10,190
X7/XX9/X8/XX3/3,205
XX8/4/7/2/X1/XX73,198
XXX8/-/XXXXX80,244
X5/XX9/4/XX6/9/6,204
4/XXXXXX1/XX21,236
8/4/X6/XXXX1/X06,211
XX2/5/XXXX3/X22,214
-/8/X3/X4/3/8/X5/7,186
2/X2/X-/XXX-/8/9,207
8/2/4/3/-/XX5/X1/10,166
XX9/2/X7/XX4/7/4,196
5/2/6/X2/-/8/4/XX37,173
X-/4/XXXX9/XX107,223
2/9/8/X9/XXXX3/10,212
XX3/1/X5/XXX9/0,203
XXXX9/9/XX4/-/0,212
XXXXXXX-/X3/10,242
XX2/4/XXXXX-/6,222
7/4/X9/5/4/5/8/3/X01,160
XX3/X7/2/X3/3/X11,180
1/X-/X-/X1/6/XX40,194
XX7/9/5/9/X7/X6/0,190
XXX8/XX4/2/X5/2,206
XXX-/XXXX9/7/2,228
3/6/X8/8/9/XX9/X94,205
3/6/4/4/X9/2/7/1/5/7,156
7/XX1/X6/8/X7/6/1,186
XXXXXXX6/XX04,250
XXXXX9/7/XX-/8,234
XXXXX6/X9/X2/5,231
6/6/6/X1/7/5/XXX23,191
X-/8/XX5/7/7/XX99,214
XXX8/XX-/XX8/3,219
1/XXX4/9/X1/7/6/8,204
2/7/X5/XXX6/7/2/7,199
3/8/X7/XXXXX7/4,229
8/4/4/X6/X3/X1/X60,184
7/XX8/8/XX8/4/X710,214
X3/-/1/6/5/XXX5/9,186
6/3/2/X3/XXXX4/4,203
5/XX7/9/3/3/X6/X35,190
XXXXX-/1/XXX105,229
X4/XX3/3/X2/7/X75,195
1/1/XXXXXXXX101,245
X8/-/XX3/XX7/X108,200
XX2/XXXXX8/5/8,233
1/-/X6/9/3/XXX1/4,187
-/X7/XXX5/1/1/X19,197
XXX9/1/XXXXX98,256
XXX9/XX2/X7/2/8,211
XX3/X3/7/8/4/XX26,192
-/-/X-/XXXX7/X39,219
7/XX9/8/X8/X6/X910,217
8/5/3/XX3/XXXX29,214
6/X7/8/XX6/1/X7/4,189
X4/6/XX5/X1/7/1/10,181
5/6/1/5/XX3/XXX49,202
3/XX3/7/8/5/XX8/1,192
X3/8/9/XXX2/XX102,204
X2/2/XX2/X8/X4/7,191
9/X-/XX6/7/1/X2/7,191
3/X1/XXXX9/6/X51,221
XXX9/-/-/8/X2/2/9,188
X3/X9/XXX3/7/5/9,204
X5/2/X1/2/6/X9/X18,179
4/9/XXX1/X-/5/3/2,190
3/XXX8/-/XXX-/7,215
3/3/8/3/X1/XX4/5/4,177
X9/X2/X1/XX9/1/1,191
4/X7/XX-/XX6/7/10,195
X6/X6/7/5/1/XX9/3,185
X6/7/5/8/9/4/XXX28,195
9/X4/6/2/5/XXXX64,209
-/2/6/X5/-/7/9/XX19,175
X8/-/1/X-/8/1/1/9/1,151
X4/XXX4/2/-/X5/1,187
4/7/5/X9/XX-/XX70,196
X-/X6/X2/X8/X5/9,199
8/XX2/X1/7/XXX08,207
6/1/8/X-/XX9/XX55,203
1/3/X2/X-/XXXX29,216
X7/XX8/X7/3/2/X310,191
3/7/1/8/XXX5/9/X25,197
7/X9/9/1/4/6/X1/-/0,160
XXX8/X4/5/X6/X43,210
3/4/X2/X5/6/X5/2/6,178
2/X9/5/6/1/X7/7/4/8,171
4/8/7/2/7/4/3/XXX107,181
X2/8/X1/XX4/XX01,193
2/XXXX5/-/6/X6/3,204
XXXXXX6/4/XX17,239
X4/X9/X6/X7/X4/9,199
-/XXXX-/X8/XX21,215
8/XXXX-/6/2/XX88,222
XX7/XXXX7/X2/0,224
5/2/3/2/1/2/2/X4/2/0,134
9/XXXXXXX9/3/9,251
X9/9/XX2/3/X7/X210,190
XXX8/X4/1/XX7/9,215
XX-/8/XX9/XXX52,219
X6/-/4/1/X9/1/XX02,158
XX1/-/1/5/9/XX1/8,175
XX2/6/3/XX2/2/3/7,175
X6/8/3/XX2/X9/X73,193
X6/X2/X9/XX6/7/10,195
7/9/4/3/X5/2/2/X-/1,161
X5/X8/X8/8/X3/X59,202
XXXXX7/X-/8/-/5,220
1/XX7/4/X7/-/6/X86,191
8/8/XX2/X5/X-/8/4,192
XX8/4/X9/XX6/5/8,201
XX-/8/9/X9/X6/X79,203
5/XXXXXXX2/1/10,235
5/X1/X6/9/5/1/8/X24,179
6/5/5/8/XX1/3/X3/6,178
5/XX-/1/2/1/X8/X42,170
XXXX7/X9/1/XX22,214
X2/9/XXX4/2/1/2/8,186
6/X5/XXX5/-/8/X35,201
X7/XXXX7/3/X5/2,212
XX3/XXX5/XXX13,223
X2/-/1/X6/X1/3/3/7,164
8/X5/4/X1/X6/X5/8,192
X-/4/-/X-/XXXX39,209
XXX-/XX4/X3/X14,209
8/2/6/8/X7/5/4/9/6/7,167
X-/2/XX9/6/-/XX70,191
XX8/XXX2/XX8/3,221
XXXXXXXXX6/6,272
8/XX9/X1/1/XX8/1,199
-/X7/-/-/XX9/6/X70,182
X8/3/3/XX7/3/5/X37,181
7/X-/X5/7/6/XX9/9,201
XXX9/1/5/9/XX-/4,198
XX3/XX4/X2/X9/0,197
X5/8/X5/6/3/8/XX50,185
X5/XX9/XX4/X3/2,205
X5/XXX-/-/XX7/8,205
7/7/XX7/X2/XX3/0,197
X1/3/-/X4/XXX6/2,191
1/XXX4/5/X5/4/X06,199
XX6/X4/X5/X5/X55,206
X7/XXXX3/X1/X49,226
1/X1/XX1/3/2/7/6/6,175
X9/7/XXXX1/XX910,237
5/7/XXX-/1/9/X-/2,189
XXX5/7/XXXX-/3,225
XX4/7/5/7/6/XXX50,199
3/X4/6/X4/6/X1/8/1,181
X2/X9/8/7/X7/XX88,209
X5/XXX5/-/8/5/X91,198
9/XXXXX-/XX4/8,232
3/8/6/3/XX2/5/3/9/10,168
5/3/4/XX2/XX1/X92,191
XXX6/XXX7/3/X48,228
XXXXXXXX5/3/4,252
7/3/X-/2/X6/X8/1/8,174
5/3/X2/7/-/X2/9/5/5,169
XX4/XX1/XXXX710,238
-/9/5/X8/X5/XXX95,217
5/XXXX4/1/X4/8/5,208
X8/X5/8/X8/6/XX105,192
XX3/X6/X-/XX2/7,202
XX9/3/XX8/6/X2/9,205
XXX5/3/X4/X7/X67,211
XX3/4/X6/X6/5/X26,190
X1/XXXX7/XXX12,231
6/X5/XXX6/X3/X16,213
XXX9/-/9/-/8/-/X87,191
XXX3/X-/1/9/2/X05,190
8/9/6/9/XX2/X-/6/3,185
1/X4/X1/XXX1/4/6,201
X4/-/X8/XXXX1/6,207
3/XX7/X3/XX9/8/9,213
XX4/9/XXX6/XX12,213
XXXX6/XX7/XX50,233
XX4/XX8/XXX9/1,222
XX2/X6/X1/X3/3/5,190
3/XX4/9/-/X6/XX04,187
XXXXX8/7/7/7/8/3,220
6/X5/5/XX2/4/-/8/0,169
XX8/9/XXXX9/X82,236
X1/X8/X6/XX9/3/7,199
-/X8/XXXX2/X8/10,214
3/XXXX7/XX6/5/9,227
-/X2/X7/6/1/XX-/10,179
X2/3/XXXXX8/1/1,213
XXXXXX3/7/4/X310,232
XX8/4/9/XXX3/6/9,209
X7/6/1/XX2/X5/1/7,177
X8/9/1/5/XXXX7/2,204
7/7/XX4/2/-/-/3/5/10,153
X7/4/4/XX6/X8/X610,198
XX3/XX-/X6/8/3/7,191
3/X-/6/3/X1/8/XX54,191
3/3/X4/XX9/XXX20,206
2/3/XXXX2/XX3/9,217
6/X2/7/X3/X-/XX91,206
X-/X1/X2/1/-/X4/1,172
X7/XX8/XX5/XX107,213
XXX9/X2/X8/XX010,211
-/4/6/6/X5/X5/5/X19,181
XX9/X9/X3/XX6/6,211
X4/X1/XX4/X1/1/7,192
XX3/5/8/2/6/9/3/X60,172
5/6/XXXXX5/1/X1010,215
8/XXX4/XXX6/3/4,217
7/X6/X8/1/-/XX3/4,178
X7/X7/5/6/X3/X1/10,183
X8/X-/6/X5/1/8/6/2,173
XX3/6/X5/X7/XX11,192
4/XX9/7/XXXX3/0,219
XXXXXXX-/7/X27,246
3/X-/6/6/-/XXX4/5,191
8/XX3/X-/XXX-/2,205
X1/X5/8/4/5/-/5/4/5,161
-/7/XX6/6/9/XXX81,215
-/X5/XX7/X5/X-/8,205
2/XX7/3/X8/6/X6/3,189
X5/X9/X1/9/X6/X105,196
X7/XX4/7/4/XX5/4,194
X7/X2/X7/7/XX4/6,197
5/X4/X7/6/X4/XX17,195
8/XXX5/XXX6/X17,229
6/4/X9/XXXX9/1/9,213
8/XX7/XXXX7/5/5,224
X9/7/X3/2/X6/7/X610,190
5/-/XXX7/8/X4/X99,213
XX2/5/4/-/XXXX46,205
5/3/2/X-/-/-/2/XX84,167
1/XXX2/8/X1/XX30,206
5/3/9/XXXXX3/X53,223
5/XXX6/4/XXX5/0,215
X6/5/5/5/X5/3/1/X61,166
X4/3/X2/3/XXXX49,213
XXXX1/XX6/X8/4,221
XXXX-/XX-/XX84,230
1/4/9/3/7/7/X7/9/5/3,167
X6/X-/1/4/3/9/-/2/5,154
X2/X-/3/XX5/7/X13,189
XX6/8/9/XX2/XX54,209
1/XX1/6/XXX5/X90,211
6/XXXXX5/X7/X50,230
XX6/XX5/4/1/XX00,186
-/-/7/6/XXX-/XX13,188
XXX4/3/XXXX9/6,232
XXXX6/3/XXX3/5,227
7/5/XXXX3/4/X9/0,202
6/XXXX3/XX3/X90,225
5/X4/X2/8/7/X4/6/6,187
3/4/X9/8/XXXX2/3,207
7/8/XXXXX9/X2/0,227
5/X7/3/2/XXX1/X14,191
4/1/9/X2/X3/3/X3/2,175
XX9/X1/-/XXX6/6,211
XXXX1/X5/XXX610,241
6/2/1/XXXX2/X4/6,201
4/-/X3/7/XXXXX98,233
X4/1/7/X8/X1/5/X103,178
XX3/8/X6/X9/XX69,212
XXXXXX2/-/X8/10,224
2/XXXXXXX6/7/3,246
XXX7/X4/XXXX35,238
XXXX8/X7/XX1/8,227
X7/7/2/XXX1/X9/5,195
2/X-/X3/XX8/XX77,219
XXXX-/1/XX7/5/6,209
6/XXXX4/6/2/XX20,206
XXX6/XX3/3/X1/5,207
X7/XX7/4/2/6/X4/2,181
XXX-/8/XXX3/X17,219
6/2/-/XX6/XX8/X96,201
1/X9/X1/XXXXX57,237
X1/XXXXXX2/X35,240
6/X9/9/1/X5/9/3/X33,178
5/9/9/6/4/XXX6/6/1,191
XXX9/X3/-/X5/3/5,197
X9/6/7/2/X7/8/XX79,196
5/XX2/XX4/8/2/3/7,186
X6/XXX6/6/9/1/-/10,184
1/6/7/X6/2/-/9/XX32,172
6/2/XX7/X6/XXX16,207
1/X-/XXX6/XXX45,229
XXX-/4/7/8/7/7/X110,187
X7/X6/X8/3/XXX72,209
X5/3/3/X4/XXXX54,210
X7/X3/9/8/XXXX31,214
4/XX9/X4/2/4/XX20,189
8/X2/XXXX9/2/X31,215
8/X-/9/XX5/XX-/10,196
X5/9/X1/5/XXXX310,215
6/X6/5/XXX9/3/X106,205
XXX4/XXXXXX30,250
X2/X9/XXX4/XX74,222
X1/-/7/XXXXX4/4,215
XXX9/XX8/4/8/7/10,208
XX5/9/7/5/XX8/6/7,197
X4/8/4/XXX4/8/X21,197
X4/XX4/XXX2/-/3,199
7/9/XX-/-/XXXX06,205
XXXXX1/X2/X5/5,226
X9/4/6/X2/3/X6/7/8,178
3/X5/XX4/XX-/9/1,194
X4/XX2/XX3/XX810,221
4/X7/3/3/XX3/3/X48,184
4/X1/3/8/X2/XXX59,210
XXX7/2/9/7/X7/X410,205
8/X-/5/X9/X7/X4/8,193
X9/XX9/1/8/8/3/2/0,171
X4/5/8/5/4/3/2/X4/4,161
XX8/XX5/2/XXX101,209
5/XXX1/X6/2/X5/7,200
XXXX1/XXXXX86,263
XX2/2/9/9/XXX9/1,202
X2/X6/2/7/X3/XX13,184
XXX3/XX3/5/5/6/7,199
8/XXXXX1/9/XX41,229
2/-/XXXXXXX4/0,234
5/X8/7/XX3/5/-/8/2,175
4/XXXXXX3/7/-/3,223
4/XXXXX1/XX1/0,222
3/2/9/4/7/XXXXX53,215
XX9/XX5/X4/5/X68,213
X5/5/XXX1/6/X6/10,194
8/XX3/-/X9/X-/X101,186
XX-/8/7/XXXX2/9,216
-/XX1/2/XXXX1/2,206
8/XX8/XX-/3/3/1/6,181
5/1/X-/-/XX1/-/2/0,154
X3/XX9/X-/XX8/0,207
9/XXX-/XXX5/X59,229
1/5/XX7/1/5/7/XX100,178
2/2/XXXXX3/5/X109,221
6/1/X4/X6/5/XXX97,211
XX5/7/6/1/X9/6/2/5,172
4/2/7/X7/-/1/-/X-/10,152
7/3/XXXXX6/X-/0,219
XXXXXXX9/3/2/2,236
-/6/XXXX7/X4/X99,231
-/8/X3/2/XX4/7/X03,184
X3/XXXX-/XX5/9,224
X-/1/X1/6/X9/X6/6,183
XX6/3/5/1/XXXX74,213
XX2/-/X1/X7/XX69,203
XX5/5/XXXX6/6/6,218
XXX1/XX4/X4/5/7,207
XXX3/4/5/XXX-/7,209
X7/XXX5/XXXX27,236
2/1/X5/XX2/7/6/2/4,172
2/6/2/1/XX-/2/XX21,166
8/X9/XXXX7/7/6/2,212
X5/2/X5/4/XXX9/6,201
-/9/XXX4/-/3/9/X34,192
4/6/2/6/2/2/3/3/XX10,146
6/X-/1/X2/1/XXX57,199
XXX4/7/X5/X7/5/9,205
XX8/X2/XXXXX35,239
XXX4/4/6/X9/X3/8,202
XXXX-/7/5/XX5/10,209
X1/XX4/X2/XX9/7,210
3/X5/X5/X-/9/XX03,192
2/4/XXXXX5/5/3/3,210
6/5/2/7/X5/6/5/X9/5,170
XX1/2/6/6/X7/XX18,185
8/9/3/6/XXX7/X7/6,201
-/-/9/X6/X5/XXX1010,193
2/X-/X8/8/X8/XX710,211
XXX4/XXX3/4/X97,227
XX7/X3/-/XX3/X93,202
XXXX2/XXXX3/7,242
X5/-/X6/7/1/X7/X48,180
-/XX8/XX1/6/XX52,207
9/XX9/X9/XXXX48,235
XX1/X8/7/7/X5/X89,202
XX3/3/X6/1/XXX14,193
XXXXX4/X3/X8/7,231
4/3/1/X1/XXXXX43,215
3/XXX1/XX6/6/-/10,195
X-/XXXX2/7/1/8/5,203
X7/XX9/X4/-/5/1/1,176
X6/XX2/X4/XX7/7,206
7/3/XX1/3/X8/6/X17,181
X2/-/X1/5/X8/X4/8,183
X4/XX9/X1/6/XX98,221
-/-/X4/3/XX5/X5/4,182
7/1/3/4/2/XX1/-/4/9,154
8/5/4/XXX-/5/XX18,194
XX1/X9/3/4/X4/X101,181
X1/XX8/X4/7/X8/9,204
8/XX-/2/XX5/XX49,204
X8/-/XXXX6/3/X27,208
3/XX6/X4/3/XX1/7,197
XXX8/X1/XXXX83,247
X5/5/X1/X1/X3/X94,198
X6/8/XX-/XX2/X15,196
6/X-/2/X2/XXX9/2,203
XXX1/X4/-/XX6/9,206
XX6/9/8/X-/7/6/X07,193
XX7/6/1/-/X3/X5/5,179
X9/7/XXX-/XXX85,228
1/6/XX2/7/8/X4/4/4,181
X7/X2/X4/6/X5/8/4,188
XX2/X6/XX7/6/X12,198
8/XXX6/X7/XX2/5,213
X1/XX7/X5/9/X9/0,196
4/8/3/X3/7/1/XX1/9,179
XXXXX9/X5/6/X88,241
XXX8/2/1/6/X7/8/9,194
1/XX-/5/3/XX3/X98,198
9/X4/4/4/X9/XXX26,198
5/XX4/7/3/-/X-/6/2,172
3/X9/XXXX1/XX99,238
8/1/XX-/6/X7/XX41,186
XXXX3/XX5/XX78,240
3/X4/3/XX9/3/XX82,203
5/9/4/X4/XXXXX01,214
7/4/XX7/4/6/XXX93,212
5/X5/XXXXXX3/0,233
4/XX-/XX5/XXX105,213
5/1/XX-/XXXX7/3,211
2/X4/-/7/2/X7/6/9/3,167
3/3/X2/3/-/6/X9/X28,172
X8/9/X8/3/XXX7/8,207
XX9/7/XXXX4/X56,231
8/X7/5/1/2/X8/X2/8,176
XX4/X4/4/6/2/X8/3,179
7/5/X9/9/XXXX8/2,214
6/3/3/XX2/8/XXX98,212
X5/X4/X4/X7/XX48,206
8/-/X2/8/7/2/X-/6/0,163
XXX2/3/X6/XX7/6,208
X5/2/8/7/XXX5/1/6,189
-/X1/8/1/X6/7/X6/8,184
X4/5/X9/3/X6/4/X07,179
XXX9/8/XXX3/X43,227
XXX-/X9/X2/XX80,216
X7/6/8/9/XXXX5/2,210
X-/7/1/4/9/X2/3/-/9,163
X7/X-/9/-/-/X8/8/2,169
1/1/X7/9/X6/X3/5/1,176
XXXX5/X9/8/8/X810,229
-/X6/X7/7/X3/X4/6,193
X3/XXX7/X4/XX60,219
X3/X3/3/X4/-/XX22,179
6/X8/XX1/8/5/9/X17,191
X2/X3/X-/6/5/X5/10,183
5/XXXXX3/6/XX1010,223
8/XX8/1/XX4/XX47,208
X8/7/X7/XXX5/-/2,194
5/XX5/5/3/8/X4/-/5,176
X4/XXXX6/XX6/2,224
XXX4/X3/6/6/X3/10,198
9/1/6/XX2/XXX6/7,202
-/X6/2/XXX2/X5/10,196
X8/XX5/-/1/1/6/X88,179
X4/7/XX8/7/X2/X22,196
7/-/4/XX1/4/X8/X410,179
X-/4/6/XXXX6/8/4,208
XXX9/7/X8/9/5/X110,204
XX2/XXXXXXX33,251
X7/X-/6/XXXXX70,230
3/7/3/X-/X5/X3/X67,193
1/2/X3/XXX4/X9/6,202
X1/1/X-/3/X2/X1/5,179
X7/XXX4/X5/X6/5,209
3/XXXXXX3/XX89,258
X-/X-/X7/XXX5/10,207
7/XX3/XXXX2/7/8,220
X9/XX5/7/XXXX56,228
XX4/X2/XXXX-/10,216
3/8/X6/1/9/XXX-/5,193
9/X1/9/X1/4/4/X8/10,179
7/XXX4/XXXXX12,238
XX-/X7/XXXXX100,223
X4/-/4/9/8/XX8/3/5,177
XXX2/X6/5/6/X3/7,200
XX3/2/XX6/3/XX47,199
X5/X7/1/7/XX9/-/10,179
X6/XXX1/8/X2/X25,206
1/XXX1/1/2/-/3/4/2,163
6/X9/X7/2/9/-/1/1/4,157
1/1/XXX8/XX-/1/4,194
7/-/X1/X8/9/XXX04,193
9/XXX9/XXXXX70,253
X5/3/9/XX9/X1/1/1,183
4/XX2/XXX-/X8/1,203
4/5/X4/1/9/XX7/X86,196
-/X8/8/XXXX6/7/6,217
X4/6/2/XXXX-/-/8,196
9/3/XXXXXX7/1/8,229
-/8/4/8/XXXXX8/10,220
XX7/7/XX6/3/2/8/1,184
X2/X2/5/2/3/XX8/7,185
6/X6/XXX3/8/XX49,218
X5/XXXX5/XXX17,234
6/X1/XX7/X7/X9/7,204
X3/1/XXXX3/7/6/4,201
3/XXXX1/-/8/XX81,216
9/X-/X7/X2/XX8/3,201
X6/XX6/4/2/X3/X55,192
1/X8/6/X4/6/9/XX91,200
X9/XXX5/-/6/X6/0,191
7/7/X3/9/6/4/4/8/4/4,166
X1/1/XXX-/XXX14,207
-/9/XX5/XXX8/X56,223
-/2/1/9/XX6/4/X4/1,173
5/XXXX8/X2/XX85,239
X1/X2/X1/7/XX7/6,200
4/XX-/X9/X6/2/-/2,174
XXXX8/8/XX5/X67,234
-/6/5/XX6/2/XX7/3,189
1/X8/XX5/X-/XX73,212
XXX-/X9/1/X9/X98,208
X1/6/4/6/4/X3/5/9/6,170
7/X2/3/X7/8/X2/-/6,177
XX2/XXX-/1/XX105,201
-/X5/XXXX8/9/7/5,219
6/XXXXXX1/X6/7,238
3/7/XX3/3/XX6/X79,205
9/XX7/6/7/X8/XX83,209
XX4/X7/8/X7/XX94,214
9/XX7/5/XXX2/X45,213
XX4/5/1/X3/XXX80,206
5/XX8/XX-/2/5/X13,189
2/XX5/3/XX5/3/X40,190
XX4/-/XX9/4/X3/5,192
6/9/4/XXXXX5/X18,227
5/XXXX7/X7/5/8/4,214
5/1/XXXXX-/4/X73,215
3/XXXXXXXXX02,262
X1/9/X3/XX3/XX64,208
XX1/4/X5/7/-/X2/0,172
3/2/X3/X3/XX1/X22,187
9/3/3/9/8/X9/XX7/3,183
X2/X-/XXXXXX110,235
-/X4/7/X6/4/2/X9/3,176
6/X5/2/XXX2/9/9/10,194
XXX8/2/2/7/XXX03,202
XXXX8/1/X3/8/4/0,201
4/9/9/3/2/X-/5/-/X51,164
8/X-/XX7/X6/X8/8,205
3/7/X5/X2/XXX3/9,209
X4/3/5/X2/-/X5/X010,170
X7/5/9/X1/4/X2/1/6,175
X3/XXX2/XXXX86,244
7/X9/-/3/X8/X1/X72,182
XX9/XXXXXXX73,266
1/9/9/7/7/9/6/7/X1/6,180
5/X9/X5/XX5/4/6/9,194
XXXXXX3/X1/2/10,227
X1/3/XXX8/9/8/3/1,192
X6/XXX1/9/X4/6/3,199
X5/X7/8/5/XXX3/6,202
2/3/X4/X-/X7/X5/4,187
X8/X8/X8/1/1/X6/10,174
5/4/-/9/X9/6/6/X4/0,165
1/X5/X7/4/-/XXX100,187
7/4/X6/6/X8/8/X9/0,178
XX4/X-/8/XXXX510,229
1/8/9/9/XX-/8/XX22,190
XX-/XXX4/8/6/9/1,198
X9/XX9/X-/-/X6/5,194
XX8/1/3/XX3/5/-/1,171
4/X4/X8/8/7/XX8/3,196
X1/X2/2/7/4/6/6/7/6,168
XXXXXX2/2/6/X108,230
XX1/5/8/X1/X-/5/9,188
XXXX3/5/1/X1/X71,207
X9/X4/2/9/X4/X8/8,189
8/X2/X3/X6/XX6/6,202
9/XXXXX6/1/9/8/1,215
XX6/X1/XX7/7/X65,211
5/XX3/X5/XX5/X010,200
2/-/7/4/-/3/-/XX7/3,154
1/X8/9/X5/1/4/3/X45,176
9/XX-/4/8/2/X1/1/10,167
1/X-/5/9/XXX3/X310,205
XXXX1/5/X1/X2/10,208
XXXXX8/X2/XX76,248
1/X9/XXX8/X-/6/2,206
X-/XXXXXX7/X59,251
9/5/X2/X4/5/XXX89,215
6/XXXXXX4/X4/6,240
X7/X6/2/2/2/XX5/2,173
XXX-/X4/XX9/9/10,210
XXX-/XXXXX8/3,241
XXXX4/5/X5/XX71,224
9/XX7/-/-/8/6/3/X24,170
8/X9/5/XX4/7/9/2/3,180
XX2/6/4/7/XX4/7/7,187
2/X5/XX6/-/6/XX11,185
7/XXX7/XXX9/X11,228
XX5/1/XXXXX8/0,224
3/8/-/7/3/XXXXX26,208
X3/XX6/8/5/X4/X910,209
X7/7/9/X5/XXXX08,214
-/2/2/XX1/9/XXX04,188
2/XXXX8/XX3/X31,225
3/XX9/-/7/X-/5/X27,190
X5/9/9/8/XX8/XX87,217
X3/7/4/XX7/XX3/0,191
8/9/X9/5/XX-/3/4/6,177
XX2/XXXX7/X8/7,226
4/7/5/7/X4/1/X1/X11,172
-/7/6/X9/XX9/3/4/10,181
X6/XX3/8/9/X6/X84,202
XXX-/2/XX6/9/7/10,196
2/9/XXXXX8/XX39,242
3/1/5/5/XX2/4/X6/2,169
2/XX1/XX-/X4/2/6,189
XX2/XX1/X3/1/1/1,176
1/X1/4/XXXX3/X45,216
4/3/2/X4/2/X9/XX105,175
X6/XXX6/X6/XX810,232
9/1/7/5/9/7/XX5/4/5,173
X3/X5/7/-/-/5/1/X010,155
XX9/XXX1/5/1/X102,200
XXX-/6/XX3/-/X48,201
9/X1/X4/X7/X8/X12,193
X6/2/X-/3/X6/X2/1,176
XXX4/1/4/1/4/8/1/8,171
5/1/7/1/X5/3/8/XX44,172
XXXXXX1/X-/1/3,225
2/2/8/X-/8/XX1/X95,193
XX9/-/5/-/1/4/XX104,166
XX3/9/XXXX3/X103,220
XX3/X6/X1/5/XX104,195
-/XX7/5/2/X4/6/X08,188
6/2/X6/2/5/XXX6/1,186
X9/8/XX1/X1/-/X94,192
XX2/X1/8/X5/XX77,211
X2/XXX-/XXXX11,223
XX7/XXX2/1/4/X100,196
XX3/XX6/XXXX65,236
2/X4/X7/2/-/4/3/1/7,157
X3/-/5/X4/4/XXX60,191
8/X6/7/XXX5/2/1/10,187
3/XXX2/XX1/5/9/7,204
XX8/4/XX8/4/6/7/3,190
XX2/2/X-/X6/XX99,211
5/2/9/5/9/XXXXX64,221
X5/X6/XXX9/XX00,209
2/XX2/X8/4/7/X1/2,185
-/9/X6/8/X9/7/8/X18,191
XX8/2/2/X2/X9/X92,193
X7/X5/X-/X1/-/X60,186
XXXX8/X-/-/X1/5,213
X5/5/5/1/6/XX3/3/3,166
XXX7/5/-/X2/XX94,214
-/4/X6/2/-/3/XX4/2,165
1/9/9/5/X3/1/XXX79,207
4/XX9/-/2/XX2/9/2,184
X1/X7/7/2/5/5/2/9/2,162
XX5/X1/XX6/1/X52,199
XX6/XXXX7/X4/2,225
XXX9/XXX6/XX21,230
X1/6/3/2/XXXXX57,218
5/6/X4/9/XXX8/X77,217
-/XXXX5/XX7/3/10,217
6/9/6/7/X6/X6/6/X81,187
6/X5/XX1/XX4/9/3,197
-/X2/3/X7/2/XXX25,194
XXX8/-/2/X1/3/9/9,191
XX3/-/X1/9/4/9/X42,181
-/XX8/-/5/X7/XX14,189
-/1/3/X1/X4/X-/X41,179
XX7/4/4/XXX9/X86,218
7/4/X8/1/3/XXX9/7,194
3/X9/3/4/X5/3/1/1/8,160
4/8/XXX5/9/3/3/X03,191
-/7/XXXXXXX8/1,246
9/-/7/XX7/5/X8/X410,189
X4/X8/X9/7/8/3/X66,190
2/XX8/2/XX5/4/2/8,189
7/XX-/1/8/4/1/7/X72,170
1/X-/X3/7/X2/X3/0,187
2/X6/XX6/XX-/X110,200
8/XX1/XXX7/1/5/10,196
X6/1/8/X5/X-/X6/0,179
7/XXXX4/-/XX2/5,211
XX-/8/X-/1/4/X9/9,182
X2/2/4/XXX7/-/X106,191
XX1/5/XX5/1/5/-/2,169
8/9/XX4/X3/3/7/8/7,188
-/6/1/XXX6/X5/4/1,188
X4/-/4/4/1/8/2/XX74,167
3/8/X5/3/XXX2/X610,207
-/2/-/5/6/8/9/3/XX89,178
3/9/X6/9/6/X-/X2/8,192
XXXXXX2/7/9/9/9,236
X6/X8/XX4/XXX110,209
XX8/4/6/8/5/8/8/X910,197
5/1/-/XXX5/XXX81,213
